,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type,CDP_local_int,CDP_remote_device,CDP_remote_int,CDP_remote_platform,CDP_remote_capabilities,CDP_remote_ip,LLDP_local_port_id,LLDP_remote_chassis_id,LLDP_remote_port_id,LLDP_remote_port_description,LLDP_remote_system_name,LLDP_remote_system_description,LLDP_remote_system_capabilities,LLDP_remote_system_address,LLDP_remote_vlan_id
476,DC-ACS5-1,Ethernet180/1/21,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/21,24a9.3701.a2b5,24a9.3701.a2b8,eth2,pureM50-west02-ct1,FlashArray FA-m50r2 pureM50-west02-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
477,DC-ACS5-1,Ethernet180/1/22,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/22,24a9.3701.a65d,24a9.3701.a660,eth2,pureM50-west03-ct1,FlashArray FA-m50r2 pureM50-west03-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
478,DC-ACS5-1,Ethernet180/1/23,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/23,24a9.3701.8d37,24a9.3701.8d3a,eth2,pureM50-west04-ct1,FlashArray FA-m50r2 pureM50-west04-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
479,DC-ACS5-1,Ethernet180/1/24,--,connected,881,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
480,DC-ACS5-1,Ethernet180/1/25,--,connected,881,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
481,DC-ACS5-1,Ethernet180/1/26,Purem50-east02 forklift,sfpAbsent,850,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
482,DC-ACS5-1,Ethernet180/1/27,10GFEX1-1,notconnect,821,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
483,DC-ACS5-1,Ethernet180/1/28,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/28,24a9.3702.5a4d,24a9.3702.5a50,eth2,pureM50-west01-ct0,FlashArray FA-m50r2 pureM50-west01-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
484,DC-ACS5-1,Ethernet180/1/29,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/29,24a9.3701.b9c5,24a9.3701.b9c8,eth2,pureM50-west02-ct0,FlashArray FA-m50r2 pureM50-west02-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
485,DC-ACS5-1,Ethernet180/1/30,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/30,24a9.3701.a663,24a9.3701.a666,eth2,pureM50-west03-ct0,FlashArray FA-m50r2 pureM50-west03-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
486,DC-ACS5-1,Ethernet180/1/31,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet180/1/31,24a9.3701.b1b5,24a9.3701.b1b8,eth2,pureM50-west04-ct0,FlashArray FA-m50r2 pureM50-west04-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
487,DC-ACS5-1,Ethernet180/1/32,VNX5300 TSK MAR15 2014,notconnect,trunk,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
488,DC-ACS5-1,Ethernet181/1/1,Temp uplink to LA5-ASR9K-1_te0/0/0/0,notconnect,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
489,DC-ACS5-1,Ethernet181/1/2,Temp uplink to LA5-ASR9K-1_te0/0/0/1,notconnect,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
490,DC-ACS5-1,Ethernet181/1/3,Temp uplink to LA5-ASR9K-1_te0/0/0/24,notconnect,50,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
491,DC-ACS5-1,Ethernet181/1/4,Temp uplink to LA5-ASR9K-1_te0/0/0/25,notconnect,50,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
492,DC-ACS5-1,Ethernet181/1/5,Temp uplink to LA6-ASR9K-1_te0/0/0/0,notconnect,50,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
493,DC-ACS5-1,Ethernet181/1/6,Temp uplink to LA6-ASR9K-1_te0/0/0/1,notconnect,50,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
494,DC-ACS5-1,Ethernet181/1/7,Temp uplink to LA6-ASR9K-1_te0/0/0/24,notconnect,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
495,DC-ACS5-1,Ethernet181/1/8,Temp uplink to LA6-ASR9K-1_te0/0/0/25,notconnect,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
496,DC-ACS5-1,Ethernet181/1/9,INC05679858,sfpAbsent,881,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
497,DC-ACS5-1,Ethernet181/1/10,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet181/1/10,24a9.3705.6a3d,24a9.3705.6a41,eth2,PureFA450-West01-ct0,FlashArray FA-X50R2 PureFA450-West01-ct0 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
498,DC-ACS5-1,Ethernet181/1/11,--,connected,860,full,10G,--,--,--,--,--,--,--,Ethernet181/1/11,24a9.3705.68c9,24a9.3705.68cd,eth2,PureFA450-West01-ct1,FlashArray FA-X50R2 PureFA450-West01-ct1 202310050044+88bf191c53e4-65x,"B, W, R, S",Unknown,0
499,DC-ACS5-1,Ethernet181/1/12,NAS-Isilon SN SX200-201351-0107 2ndary NIC,inactive,1,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
500,DC-ACS5-1,Ethernet181/1/13,NAS-Isilon SN SX200-201351-0108 2ndary NIC,inactive,1,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
501,DC-ACS5-1,Ethernet181/1/14,NAS-Isilon SN SX200-201351-0109 2ndary NIC,inactive,1,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
502,DC-ACS5-1,Ethernet181/1/15,Temp MGMT uplink to LA5-FPR-01_Eth1/8,notconnect,200,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
503,DC-ACS5-1,Ethernet181/1/16,nxTSMp03,connected,821,full,10G,--,--,--,--,--,--,--,Ethernet181/1/16,0010.9b3c.0ae6,0010.9b3c.0ae6,not advertised,not advertised,Emulex OneConnect 10Gb Multi function Adapter,S,Unknown,0
504,DC-ACS5-1,Ethernet181/1/17,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
505,DC-ACS5-1,Ethernet181/1/18,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
506,DC-ACS5-1,Ethernet181/1/19,--,connected,80,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
507,DC-ACS5-1,Ethernet181/1/20,MSBRSTSMPRXPD05,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
508,DC-ACS5-1,Ethernet181/1/21,MSBRSTSMPRXPD05,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
509,DC-ACS5-1,Ethernet181/1/22,MSBRSTSMPRXPD06,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
510,DC-ACS5-1,Ethernet181/1/23,MSBRSTSMPRXPD06,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
511,DC-ACS5-1,Ethernet181/1/24,MSBRSTSMPRXPD07,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
512,DC-ACS5-1,Ethernet181/1/25,MSBRSTSMPRXPD07,connected,860,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
513,DC-ACS5-1,Ethernet181/1/26,Temp MGMT uplink to LA6-FPR-01_Eth1/8,sfpAbsent,200,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
514,DC-ACS5-1,Ethernet181/1/27,Temp uplink to LA4-NCS-1_te0/0/0/3,connected,725,full,10G,--,--,--,--,--,--,--,Ethernet181/1/27,000e.1ed6.8268,000e.1ed6.8268,not advertised,not advertised,not advertised,not advertised,Unknown,0
515,DC-ACS5-1,Ethernet181/1/28,Temp uplink to LA4-NCS-1_te0/0/0/4,sfpAbsent,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
516,DC-ACS5-1,Ethernet181/1/29,Temp uplink to LA4-NCS-2_te0/0/0/3,sfpAbsent,50,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
517,DC-ACS5-1,Ethernet181/1/30,Temp uplink to LA4-NCS-2_te0/0/0/4,sfpAbsent,51,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
518,DC-ACS5-1,Ethernet181/1/31,INC05679858,sfpAbsent,881,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
519,DC-ACS5-1,Ethernet181/1/32,VNX5300  - BACKUP TSK MAR15 2014,notconnect,trunk,full,10G,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
520,DC-ACS5-1,loopback0,--,connected,routed,auto,auto,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
